dataset,seed,method,regime,reference_nrmse_meta_fit,reference_nrmse_structure_validation,complexity,max_abs_validation_z,max_abs_validation_prediction,catastrophic_nrmse_gt_10,catastrophic_nrmse_gt_100,expression,uses_discharge_and_functional,functional_slope_modulation,slope_modulating_coordinates,uses_exp,uses_division,uses_square_or_power,max_abs_z__discharge_index,max_abs_z__ambient_temperature,max_abs_z__load_current_amp,max_abs_z__cutoff_voltage,max_abs_z__support_y_mean,max_abs_z__support_y_std,max_abs_z__support_y_min,max_abs_z__support_y_max,max_abs_z__support_y_count,max_abs_z__capacity_cycle1,max_abs_z__early_fade_rate,max_abs_z__q1,max_abs_z__q2,max_abs_z__q3,max_abs_z__q4
nasa_battery_capacity_reviewer_clean_inner2,2,joint_mse_step1,condition_functional_q,0.4210984359372937,15.515524747357938,16,6.076372507553819,23.45295176501179,True,False,capacity_cycle1*(ambient_temperature - discharge_index + 0.8046637)*0.09808251*(capacity_cycle1 - load_current_amp)**2 - discharge_index,True,True,capacity_cycle1,False,False,True,2.0262862935825163,2.233022624405563,1.7072044732265275,1.4240932317818806,,,,,,6.076372507553819,1.4428517022308964,,,,
nasa_battery_capacity_reviewer_clean_inner2,2,joint_mse_step1,condition_raw_q,0.438568625921816,0.9453844874830732,15,16.64686328048115,1.7902552733637382,False,False,discharge_index*(ambient_temperature*cutoff_voltage*1.0039719 + load_current_amp)**4/24.182854 - discharge_index,False,False,,False,True,True,2.0262862935825163,2.233022624405563,1.7072044732265275,1.4240932317818806,,,,,,,,7.298849868820916,16.64686328048115,5.8410430007502,6.970773776744928
nasa_battery_capacity_reviewer_clean_inner2,3,baseline,condition_only,0.41221865555362,0.9488178000828542,19,2.233022624405563,1.800883340427985,False,False,discharge_index*((discharge_index - 1*72.766365)*load_current_amp*0.011152671 + exp((cutoff_voltage + load_current_amp)**2)*0.044693004)/load_current_amp,False,False,,True,True,True,2.0262862935825163,2.233022624405563,1.7072044732265275,1.4240932317818806,,,,,,,,,,,
nasa_battery_capacity_reviewer_clean_inner2,3,baseline,condition_support_stats,0.4663919735086982,1.1220618897159886,10,4.597385011640487,1.8706141724376129,False,False,discharge_index*((load_current_amp - support_y_mean)**2*0.22157986 - 1*1.1991415),False,False,,False,False,True,2.0262862935825163,2.233022624405563,1.7072044732265275,1.4240932317818806,4.525339563908499,4.597385011640487,2.573170146425203,1.3129662021353647,1.8493656811814168,,,,,,
nasa_battery_capacity_reviewer_clean_inner2,3,joint_continuity_step1,condition_functional_q,0.42991105499194415,0.7970984173014627,16,9.594872602495178,1.8896302417387607,False,False,discharge_index/(-0.1625085*discharge_index*early_fade_rate/(exp(load_current_amp/(-1.2433189))/(-1.1025301)) - 1.1109422),True,True,early_fade_rate,True,True,False,2.0262862935825163,2.233022624405563,1.7072044732265275,1.4240932317818806,,,,,,9.594872602495178,4.882075049374492,,,,
nasa_battery_capacity_reviewer_clean_inner2,3,joint_continuity_step1,condition_raw_q,0.48700494422930884,68.89460962331286,10,22.19154171581113,53.10877828055592,True,False,-discharge_index + 0.013374508/(((1.0599113 - load_current_amp)/exp(q4))),False,False,,True,True,False,2.0262862935825163,2.233022624405563,1.7072044732265275,1.4240932317818806,,,,,,,,17.347336833402032,22.19154171581113,7.225097914948624,7.3939813403839665
nasa_battery_capacity_reviewer_clean_inner2,3,joint_mse_step1,condition_functional_q,0.4855975330871242,25.297716702002443,10,6.860452106655392,74.44675014433362,True,False,discharge_index*(exp(-capacity_cycle1 + load_current_amp)*0.13724716 - 1*1.1398135),True,True,capacity_cycle1,True,False,False,2.0262862935825163,2.233022624405563,1.7072044732265275,1.4240932317818806,,,,,,6.860452106655392,1.3228114618856568,,,,
nasa_battery_capacity_reviewer_clean_inner2,3,joint_mse_step1,condition_raw_q,0.5313772071468765,0.8657802372540971,3,21.04120441729106,1.7480861247889126,False,False,discharge_index*(-0.76986283),False,False,,False,False,False,2.0262862935825163,2.233022624405563,1.7072044732265275,1.4240932317818806,,,,,,,,21.04120441729106,7.474738853720866,12.975712440276812,8.217791920793838
nasa_battery_capacity_reviewer_clean_inner2,4,baseline,condition_only,0.48259894247531165,0.9365103139872473,11,2.233022624405563,1.8552160884197644,False,False,-discharge_index - 0.21447052/(ambient_temperature + log(discharge_index**2) - 1.9504508),False,False,,False,True,True,2.0262862935825163,2.233022624405563,1.7072044732265275,1.4240932317818806,,,,,,,,,,,
nasa_battery_capacity_reviewer_clean_inner2,4,baseline,condition_support_stats,0.5313772158724434,0.8658340502724937,3,4.597385011640487,1.7481281227790189,False,False,discharge_index/(-1.2987201),False,False,,False,True,False,2.0262862935825163,2.233022624405563,1.7072044732265275,1.4240932317818806,4.525339563908499,4.597385011640487,2.573170146425203,1.3129662021353647,1.8493656811814168,,,,,,
nasa_battery_capacity_reviewer_clean_inner2,4,joint_continuity_step1,condition_functional_q,0.4784418764577084,0.999345328185276,11,7.882704651643009,1.7677666173189992,False,False,discharge_index*(-0.76716465 + 0.4718742/(-cutoff_voltage + load_current_amp + load_current_amp)),False,False,,False,True,False,2.0262862935825163,2.233022624405563,1.7072044732265275,1.4240932317818806,,,,,,7.882704651643009,3.9958907281996523,,,,
nasa_battery_capacity_reviewer_clean_inner2,4,joint_continuity_step1,condition_raw_q,0.4457863482246247,0.9157919872784929,12,29.41630320814658,1.7715998763188794,False,False,-discharge_index/1.2917795 + 0.11216901/(load_current_amp - exp(cutoff_voltage - 1*0.8883181)),False,False,,True,True,False,2.0262862935825163,2.233022624405563,1.7072044732265275,1.4240932317818806,,,,,,,,16.839985038305294,9.569217802645689,14.426042113632766,29.41630320814658
nasa_battery_capacity_reviewer_clean_inner2,4,joint_mse_step1,condition_functional_q,0.5313772072405722,0.8657778334188104,3,5.471096595794944,1.7480842485526251,False,False,discharge_index*(-0.7698572),False,False,,False,False,False,2.0262862935825163,2.233022624405563,1.7072044732265275,1.4240932317818806,,,,,,5.471096595794944,3.444907683433779,,,,
nasa_battery_capacity_reviewer_clean_inner2,4,joint_mse_step1,condition_raw_q,0.4228117039652719,6.356848251170872e+44,11,19.134224201685413,7.236421652483386e+44,True,True,discharge_index*exp(load_current_amp*exp(q1))*0.05887918 - discharge_index,False,False,,True,False,False,2.0262862935825163,2.233022624405563,1.7072044732265275,1.4240932317818806,,,,,,,,6.273567855228618,7.66198458131729,19.134224201685413,11.834456558341488
