dataset,baseline_nrmse,selected_nrmse,paired_ratio,selected_wins
nasa_battery_capacity_reviewer_clean_inner0,1.387204885482788,1.388389229774475,0.9980805887029017,3
nasa_battery_capacity_reviewer_clean_inner1,1.4754300117492676,1.4751182794570923,1.0003511582128373,2
nasa_battery_capacity_reviewer_clean_inner2,1.1543272733688354,1.1529775857925415,1.0002006454175403,2
