dataset,fade_seed_sd,fade_entity_spread,fade_noise_to_signal,capacity_seed_sd,capacity_entity_spread,capacity_noise_to_signal
nasa_battery_capacity_reviewer_clean_inner0,0.002927058024709192,0.005828605324565026,0.5021884072975263,0.018117540910269396,0.5725616158980213,0.0316429540632991
nasa_battery_capacity_reviewer_clean_inner1,0.001342785790212839,0.0037109782560973996,0.3618414599995424,0.018532237788929606,0.44659422316227776,0.04149681484392062
nasa_battery_capacity_reviewer_clean_inner2,0.0028663712365443114,0.004899846012449065,0.5849921057236711,0.022166201238125106,0.593831839450228,0.03732740443598758
