method,cells,raw_z_median,raw_z_max,functional_z_median,functional_z_max,convex_nrmse_median,unconstrained_nrmse_median,nrmse_ratio_median,retained_cells,safe_functional_cells,effective_anchors_median,max_anchor_weight_median
joint_continuity_step1,15,2.320869543643797,2.5467263207668367,2.350521682651864,2.542168692011038,1.6963626908379337,1.1931607723236084,1.2129566974587416,6,15,1.00032620917057,0.9999759197235109
joint_mse_step1,15,1.8243010849966264,2.426255060959158,1.6644306452789566,2.124601206914686,1.1968341058745169,0.9174716472625732,1.2312275161655843,5,15,1.544473789942097,0.8616507649421692
