method,cells,raw_z_median,raw_z_max,functional_z_median,functional_z_max,nearest_q_median,train_q_displacement_median,jacobian_smin_median,jacobian_condition_median,jacobian_rank_median,meta_fit_prefix_nrmse_median,validation_nrmse_median
joint_continuity_step1,15,9.708555985098382,29.405013694207717,4.282328319401928,9.809165301304184,6.086891476238121,0.0482959081693097,0.0968358218669891,137.1293182373047,4.0,0.2351210117340088,1.1931607723236084
joint_mse_step1,15,9.42463309392531,27.67916433669491,4.891094227992936,12.562604331259362,4.261918627851887,0.0896430661094074,0.1210457608103752,78.27802276611328,4.0,0.2352344244718551,0.9174716472625732
