family,label,r2,reference_nrmse
functional_degree1,13,0.8937467822530905,0.32596505602120845
functional_degree1,1046,0.9801811488179254,0.14077944161728523
functional_degree1,1176,0.7225018250441843,0.5267809553845088
functional_degree1,1178,0.8647445190110246,0.36777096267782666
functional_degree1,1652,0.5589153332971861,0.6641420531052177
functional_degree1,2100,0.8965512773749909,0.32163445497180365
functional_degree1,2121,0.988639700852441,0.10658470409753436
functional_degree1,2242,0.9623575837634951,0.1940165359872835
functional_degree1,2251,-105.11717692231399,10.301319183595563
functional_degree1,3882,0.9547922507544655,0.21262114016610506
functional_degree1,3883,0.945974670418425,0.23243349496485016
functional_degree1,3888,0.9741014886073764,0.16093014444976908
functional_degree1,3967,0.4652225430205301,0.7312847988160769
functional_degree1,5044,0.7234896431300698,0.5258425209793615
functional_degree1,5843,0.8323933280385484,0.40939793839423716
functional_degree1,5845,0.8285624661001983,0.41405015867621847
functional_degree1,6363,0.6393560167309049,0.6005364129418758
functional_degree1,6420,0.533703785639015,0.6828588539083206
functional_degree1,6447,0.755903344772373,0.4940613881165245
functional_degree1,7097,0.821004010577783,0.4230791763041723
functional_degree1,7376,-8.338699995342038,3.0559286633267533
functional_degree1,7377,-6.650722675843222,2.765993976103929
functional_degree1,7477,0.8912511315898537,0.3297709332402514
functional_degree1,7529,0.9294026513237965,0.2657016158705164
functional_degree1,7891,0.9549249887512182,0.2123087639471855
functional_degree1,7892,0.9391377306195446,0.24670279564783074
functional_degree1,8057,0.5035949048870776,0.7045602139724627
functional_degree1,11054,0.900454051501753,0.315509030771303
functional_degree1,11060,0.41823696513316344,0.7627339214082698
functional_degree1,11075,0.8792385409954401,0.34750749488976473
functional_degree1,11397,0.7487345843821006,0.5012638183809993
functional_degree1,11399,-1.0557176631606016,1.433777410604799
functional_degree1,11402,0.7615080309472058,0.48835639552768656
functional_degree1,11403,0.7215372500244963,0.5276956982726918
functional_degree1,11621,0.5448214564914102,0.6746692104347062
functional_degree1,11812,-28.89135363556045,5.467298568357178
functional_degree1,12139,0.8198965679947002,0.4243859469931818
functional_degree1,12216,0.24781334221974893,0.8672869523867237
functional_degree1,12972,-7.708465145913403,2.9510108684844596
functional_degree1,13322,-0.24740855998092304,1.1168744602599356
functional_degree1,13692,0.9017775320595074,0.31340463930914075
functional_degree1,13713,-637.212596481754,25.262869917761797
functional_degree1,13978,0.6458475079675874,0.5951071265179175
functional_degree1,14219,0.935986675674347,0.25300854595379385
functional_degree1,15081,-1.2879337994971132,1.512591749117095
functional_degree1,15402,0.9029516826203176,0.31152578926901453
functional_degree1,15433,0.9266504543660448,0.2708312124441259
functional_degree1,16161,0.9417774823243751,0.2412934265072817
functional_degree1,16609,0.837225561705231,0.4034531426259671
functional_degree1,16611,0.8604513869328911,0.3735620605295843
functional_degree1,16792,0.8103380113363958,0.4355019961648904
functional_degree1,17209,0.7803463714760903,0.4686721973020265
functional_degree1,17710,-3.570916570594778,2.137970198715309
functional_degree1,18305,0.2530326670449782,0.864272719085256
functional_degree1,18306,-0.027416678303102238,1.0136156462402808
functional_degree1,19090,-31.746518905945692,5.722457418447576
functional_degree1,19424,-4627.557184807728,68.0335004597568
functional_degree1,19665,-1.783185192858102,1.6682881024745402
functional_degree1,20512,-0.26406341038473213,1.1243057459538006
functional_degree1,20574,-1332.207959824258,36.513120379176826
functional_degree1,25605,-2377.0586437908432,48.765342650194135
functional_degree1,28201,-0.5157440414464645,1.2311555715856808
functional_degree1,33846,0.9654491529379511,0.18587858150429534
functional_degree1,33847,0.9813464804651186,0.1365778881623278
functional_degree1,35958,0.9651000002657503,0.18681541621142986
functional_degree1,43046,0.17483635282892562,0.9083851865651895
functional_degree1,44259,0.9188021817559024,0.2849523087186654
functional_degree1,45057,0.8952579608620557,0.32363874789330194
functional_degree1,45058,0.9337576082211687,0.25737597358500897
functional_degree1,45060,0.9814810774436896,0.1360842480094972
functional_degree1,45065,0.9813067151369681,0.13672338813470025
functional_degree1,45663,0.8546945840932796,0.38118947507338186
functional_degree1,46570,0.742468619266109,0.5074754976684994
functional_degree1,47036,0.5586888121504142,0.6643125678847163
functional_degree1,47038,0.9137576709730095,0.29367044288962835
functional_degree1,47039,0.9495232494554642,0.22467031522774836
functional_degree1,50784,0.935210645782646,0.25453753007632096
functional_degree1,50798,0.9560967637577145,0.2095309911260995
functional_degree1,50801,0.9275740161956376,0.2691207606342595
functional_degree1,84085,-0.48451248114060963,1.2184057128644012
functional_degree2,13,0.9308252823203073,0.2630108698888561
functional_degree2,1046,0.9724546101249969,0.16596803871529947
functional_degree2,1176,0.7853119029381755,0.46334446911755023
functional_degree2,1178,0.9455083040698162,0.23343456455757305
functional_degree2,1652,0.6267507427417236,0.6109412878978441
functional_degree2,2100,0.9264460156888883,0.27120837802529557
functional_degree2,2121,0.9739348756717248,0.16144697063827237
functional_degree2,2242,0.9623660844422257,0.1939946276518355
functional_degree2,2251,-215.60720628966334,14.717581536708513
functional_degree2,3882,0.9527498961045703,0.21737089017490285
functional_degree2,3883,0.9914184227559147,0.09263680285979885
functional_degree2,3888,0.9906657349676515,0.09661400018811181
functional_degree2,3967,0.5493942331701167,0.6712717533383058
functional_degree2,5044,0.8745446363283673,0.3541967866478077
functional_degree2,5843,0.8230845808699219,0.4206131466443698
functional_degree2,5845,0.8432303081071738,0.3959415258505052
functional_degree2,6363,0.6009867467977303,0.6316749585049812
functional_degree2,6420,0.5574989066862865,0.6652075565669061
functional_degree2,6447,0.8860048791382282,0.3376316348652356
