dataset,baseline_nrmse,selected_nrmse,paired_ratio,selected_wins
nasa_battery_capacity_reviewer_clean_inner0,1.387204885482788,1.458806037902832,1.037292066028484,1
nasa_battery_capacity_reviewer_clean_inner1,1.4754300117492676,1.4735002517700195,0.9986920694550872,3
nasa_battery_capacity_reviewer_clean_inner2,1.1543272733688354,1.1532118320465088,0.9990336871110467,3
