method,cells,selected_nrmse_median,prefix_nrmse_median,old_nrmse_median,old_ratio_median,retained_cells,raw_z_median,raw_z_max,functional_z_median,functional_z_max
prefix_q_continuity_step1,15,1.3556455373764038,1.3872049583330668,1.1931607723236084,0.9786108129658707,10,8.188262087795787,20.66365839130668,3.27323747541865,9.13437477091382
prefix_q_mse_step1,15,1.0797665119171145,1.1091426820391224,0.9174716472625732,1.0349765460994953,8,5.0513888772876765,12.123554960837025,3.3777484582285804,5.349646120211135
