family,pooled_r2,physical_rmse,entity_bootstrap_r2_low,entity_bootstrap_r2_high
functional_degree1,0.9364405114512208,0.07228979548657796,0.8743874765910123,0.9708003341000245
functional_degree2,0.9424880478553223,0.0687647476825397,0.8842295186505283,0.9744020840586916
functional_degree3,0.9457806020811721,0.0667673507807574,0.8870034866378355,0.9778376027327553
functional_degree4,0.9462572877777795,0.0664732004790305,0.8878125440256273,0.9780809534616782
raw_decoder,0.9468165954699648,0.06612639800935649,0.8884116151047741,0.9782703628460724
raw_q_ridge_req,-0.2263153232680215,0.31753227623655295,-1.0128863427062107,0.17710691281653518
structure_req,0.9806678897093667,0.03986818191462734,0.9617285322081659,0.9915932089497601
