label,split,q1,q2,q3,q4,calibration_selected_start,calibration_selection_loss,calibration_candidate_q_dispersion,calibration_inner_selection_used,calibration_refinement_used,calibration_fit_rows,calibration_selection_rows,calibration_extra_candidate_available,calibration_selected_extra_candidate,capacity_cycle1,early_fade_rate,response_cycle1,response_cycle10,response_cycle20,response_cycle28,prior_weight,dataset,seed
B0005,meta_fit,-0.5093774199485779,-0.1752983331680297,-0.1748678237199783,-0.4041458964347839,3.0,0.0068208505399525,0.4410771429538727,1.0,1.0,37.0,13.0,0.0,0.0,1.8862144947052,0.006358650047332,1.8862144947052,1.828986644744873,1.8088666200637815,1.799747347831726,1.0,nasa_battery_capacity_reviewer_clean_inner2,1
B0006,meta_fit,-0.4497566223144531,-0.2191724479198455,-0.0434105843305587,-0.1811313033103943,1.0,0.007878297008574,0.4989878237247467,1.0,1.0,37.0,13.0,0.0,0.0,2.017225980758667,0.0062381559982895,2.017225980758667,1.9610825777053835,1.9255304336547847,1.8923289775848389,1.0,nasa_battery_capacity_reviewer_clean_inner2,1
B0026,meta_fit,-0.3373130559921264,-0.1069322675466537,-0.0269105602055788,-0.7231528759002686,3.0,0.3316873610019684,0.2361696064472198,0.0,0.0,8.0,8.0,0.0,0.0,1.7567846775054932,-0.0014103254070505,1.7567846775054932,1.769477605819702,1.782905340194702,1.8114732503890991,1.0,nasa_battery_capacity_reviewer_clean_inner2,1
B0028,meta_fit,-0.3312908709049225,-0.077308714389801,-0.58343905210495,-0.780848503112793,3.0,0.0006674310425296,0.3795174360275268,0.0,0.0,8.0,8.0,0.0,0.0,1.8022109270095823,0.0032678975258022,1.8022109270095823,1.7727998495101929,1.7473782300949097,1.728621482849121,1.0,nasa_battery_capacity_reviewer_clean_inner2,1
B0030,meta_fit,-0.3506138920783996,-0.1454816162586212,-0.2737576365470886,-0.2903811037540436,2.0,0.0132432430982589,0.3080849647521972,0.0,0.0,12.0,12.0,0.0,0.0,1.7355365753173828,0.0021936232224106,1.7355365753173828,1.7157939672470093,1.6709330081939695,1.6421812772750854,1.0,nasa_battery_capacity_reviewer_clean_inner2,1
B0031,meta_fit,-0.3558694422245025,0.01708859577775,-0.0113854221999645,-0.2633623480796814,3.0,0.023655280470848,0.184681087732315,0.0,0.0,12.0,12.0,0.0,0.0,1.778659105300903,-0.0007583035621792,1.778659105300903,1.7854838371276855,1.757470726966858,1.732247233390808,1.0,nasa_battery_capacity_reviewer_clean_inner2,1
B0033,meta_fit,-0.2430674135684967,0.0991715937852859,0.100980021059513,-0.0086205676198005,0.0,0.5069833993911743,0.1719518303871154,1.0,1.0,42.0,15.0,0.0,0.0,1.2470955848693848,-0.0271083377301692,1.2470955848693848,1.4910706281661987,1.605603814125061,1.6180932521820068,1.0,nasa_battery_capacity_reviewer_clean_inner2,1
B0040,meta_fit,0.1999474316835403,-0.0964867323637008,0.7659114599227905,0.1003061980009079,1.0,0.0180781781673431,0.3248747885227203,0.0,0.0,14.0,14.0,0.0,0.0,0.7149174213409424,-0.006436685565859,0.7149174213409424,0.772847592830658,0.7563204169273376,0.7173492908477783,1.0,nasa_battery_capacity_reviewer_clean_inner2,1
B0005,meta_fit,-0.2137800306081771,-0.1692263633012771,0.0927125886082649,-0.1694321483373642,0.0,0.0013192250626161,0.0451138950884342,1.0,1.0,37.0,13.0,0.0,0.0,1.8598792552948,0.0033953455276787,1.8598792552948,1.8293211460113523,1.8191142082214355,1.8205150365829468,0.0,nasa_battery_capacity_reviewer_clean_inner2,2
B0006,meta_fit,-0.1285799145698547,-0.2171138226985931,0.0509492270648479,-0.281796246767044,3.0,0.0127587430179119,0.099584124982357,1.0,1.0,37.0,13.0,0.0,0.0,2.01887845993042,0.0068055260926485,2.01887845993042,1.9576287269592283,1.9126579761505127,1.881150245666504,0.0,nasa_battery_capacity_reviewer_clean_inner2,2
B0026,meta_fit,-0.0536993779242038,-0.0373036116361618,0.121985524892807,-0.491656094789505,3.0,0.3277310132980346,0.103165291249752,0.0,0.0,8.0,8.0,0.0,0.0,1.7617533206939695,0.0002254909923067,1.7617533206939695,1.7597239017486572,1.777247428894043,1.780911207199097,0.0,nasa_battery_capacity_reviewer_clean_inner2,2
B0028,meta_fit,-0.1610519886016845,-0.2915543913841247,0.1822338253259658,-0.2101083546876907,1.0,0.0005630169762298,0.1820559799671173,0.0,0.0,8.0,8.0,0.0,0.0,1.80747652053833,0.0031801727600395,1.80747652053833,1.7788549661636353,1.7718790769577026,1.779978632926941,0.0,nasa_battery_capacity_reviewer_clean_inner2,2
B0030,meta_fit,-0.2123382240533828,-0.1369584798812866,0.0181332230567932,-0.0357054248452186,0.0,0.0098037300631403,0.1703582555055618,0.0,0.0,12.0,12.0,0.0,0.0,1.7119747400283811,-0.0009213553275913,1.7119747400283811,1.7202669382095337,1.664737582206726,1.623835802078247,0.0,nasa_battery_capacity_reviewer_clean_inner2,2
B0031,meta_fit,-0.2092691361904144,0.0935626849532127,0.2984985709190368,-0.4045333564281463,2.0,0.0245599932968616,0.2974204123020172,0.0,0.0,12.0,12.0,0.0,0.0,1.7791590690612793,-0.0011845297412946,1.7791590690612793,1.789819836616516,1.7827643156051636,1.7687028646469116,0.0,nasa_battery_capacity_reviewer_clean_inner2,2
B0033,meta_fit,0.0477145500481128,-0.1592692732810974,-0.026997597888112,0.2411293387413025,3.0,0.1779055893421173,0.002079548779875,1.0,1.0,42.0,15.0,0.0,0.0,1.0451301336288452,-0.0573972314596176,1.0451301336288452,1.561705231666565,1.6374289989471436,1.6354707479476929,0.0,nasa_battery_capacity_reviewer_clean_inner2,2
B0040,meta_fit,0.066719502210617,0.276229977607727,-0.2192729860544204,0.2433678209781646,0.0,0.0099040018394589,0.1124061569571495,0.0,0.0,14.0,14.0,0.0,0.0,0.7393473386764526,-0.0009229514398612,0.7393473386764526,0.7476539015769958,0.7015936374664307,0.680408239364624,0.0,nasa_battery_capacity_reviewer_clean_inner2,2
B0005,meta_fit,-0.2137077897787094,-0.169032409787178,0.0930284559726715,-0.1694041937589645,1.0,0.0013199056265875,0.0452464893460273,1.0,1.0,37.0,13.0,0.0,0.0,1.8599169254302976,0.0034001404419541,1.8599169254302976,1.8293156623840328,1.8190597295761108,1.8204056024551392,0.001,nasa_battery_capacity_reviewer_clean_inner2,2
B0006,meta_fit,-0.1285396665334701,-0.217029184103012,0.0509537532925605,-0.2817516624927521,3.0,0.0127564361318945,0.0996811985969543,1.0,1.0,37.0,13.0,0.0,0.0,2.018869638442993,0.006803962867707,2.018869638442993,1.9576339721679688,1.9126243591308596,1.88112473487854,0.001,nasa_battery_capacity_reviewer_clean_inner2,2
B0026,meta_fit,-0.0530928410589695,0.0137510411441326,0.1330221444368362,-0.3774951994419098,1.0,0.3277424275875091,0.1037220209836959,0.0,0.0,8.0,8.0,0.0,0.0,1.7613757848739624,0.0002230273385066,1.7613757848739624,1.7593685388565063,1.768742322921753,1.7936394214630127,0.001,nasa_battery_capacity_reviewer_clean_inner2,2
