regime,method,candidate_id,selected,expression_family,lambda,expected_query_rows,prediction_rows,finite_prediction_rows,coverage_complete,entity_count,finite_entity_count,physical_r2,rmse,mae,median_entity_nrmse,p90_entity_nrmse,p95_entity_nrmse,max_entity_nrmse,entity_r2_ge_0_85_count,entity_r2_finite_count,negative_prediction_count,negative_prediction_fraction,sse,sse_top1_fraction,sse_top3_fraction,sse_top5_fraction
prefix,expression,quadratic_t__lambda_0,False,quadratic_t,0.0,17897,17897,17897,True,247,247,-1.354191908049374,1555.5793774444655,327.2241186198084,2.0932204529620275,14.168823080368687,21.274424556177923,464.4705705962772,33,247,642,0.03587193384366095,43307647389.99755,0.3606282212503483,0.7187820217946373,0.8383752954474574
prefix,expression,quadratic_t__lambda_0.0001,False,quadratic_t,0.0001,17897,17897,17897,True,247,247,-1.346835140581732,1553.1469100088364,326.1462508469253,1.7409719903113556,14.098791060616286,20.855963980501873,464.35611780107104,35,247,637,0.03559255741185673,43172312504.88072,0.3615676093622475,0.7208151633389767,0.8383241828819062
prefix,expression,quadratic_t__lambda_0.01,False,quadratic_t,0.01,17897,17897,17897,True,247,247,-1.1120197156916083,1473.3985214915404,301.4120515960094,1.4454552284371636,11.581460520948617,18.615570141513793,453.24206456716166,49,247,508,0.02838464547130804,38852654626.47948,0.3820506951648166,0.7781903211280662,0.851581796662845
prefix,expression,quadratic_t__lambda_1,False,quadratic_t,1.0,17897,17897,17897,True,247,247,-0.3599986032670994,1182.3348119646982,279.66156475059415,1.8999942747720422,9.598320323835955,14.010465862862427,77.2106856924408,28,247,61,0.0034083924680113984,25018495628.92366,0.4754447854023923,0.731658535475723,0.8026266429668122
prefix,expression,quadratic_t__lambda_1e-06,False,quadratic_t,1e-06,17897,17897,17897,True,247,247,-1.3541157054902841,1555.5542010584022,327.20978019237555,2.093115056262244,14.168109344154132,21.27323338887021,464.46942584735586,33,247,642,0.03587193384366095,43306245569.88765,0.3606379884723763,0.7188030934640336,0.8383751570352965
prefix,expression,quadratic_t__lambda_1e-08,False,quadratic_t,1e-08,17897,17897,17897,True,247,247,-1.3541911456791462,1555.5791255687589,327.22397093087255,2.0932193988027095,14.168815941566773,21.274412644021773,464.4705591487708,33,247,642,0.03587193384366095,43307633365.45652,0.36062831897195896,0.7187822326094951,0.8383752941357091
prefix,expression,shomate5__lambda_0,True,shomate5,0.0,17897,17874,17874,False,246,246,-69969.56090811944,268352.9827418319,14913.80624896656,34.169886410747054,303.16958031751847,488.0762498346978,44258.36416274964,4,246,6071,0.33965536533512364,1287166141494231.5,0.9361225081826032,0.9892216224477546,0.9960627720322884
prefix,expression,shomate5__lambda_0.0001,False,shomate5,0.0001,17897,17897,17897,True,247,247,-11679.540648302516,109572.78955483397,7114.209761845956,5.023996003891567,95.20176833894949,222.7583024904129,41801.56647879648,23,247,4571,0.2554059339554115,214874893585187.5,0.8966762309513505,0.9912529319075001,0.9960068693081168
prefix,expression,shomate5__lambda_0.01,False,shomate5,0.01,17897,17897,17897,True,247,247,-292.0697348751254,17356.283343608848,2217.9874374797455,2.451692623912994,68.02657162682821,117.23869143215566,16661.494977193655,36,247,3445,0.19249036151310275,5391302508200.537,0.5071202241394965,0.9333768745671212,0.9611168088147305
prefix,expression,shomate5__lambda_1,False,shomate5,1.0,17897,17897,17897,True,247,247,-318.82649187033206,18131.279923649603,1705.5035703692313,3.343150741313189,45.664055081268344,68.9703967077453,3108.253542446952,29,247,617,0.034475051684639886,5883519048953.322,0.8992024242413891,0.9464751671754661,0.9794469190166806
prefix,expression,shomate5__lambda_1e-06,False,shomate5,1e-06,17897,17897,17897,True,247,247,-65002.21354732265,258486.97214343728,12353.812561481307,10.682143967586466,126.4123620748597,390.97848504714574,44231.65693249574,12,247,5254,0.293568754539867,1195797267800786.2,0.975151143048311,0.9950839824428399,0.9989329539513944
prefix,expression,shomate5__lambda_1e-08,False,shomate5,1e-08,17897,17897,17897,True,247,247,-67742.07119567251,263878.30554544483,13569.415330709218,17.135455745507848,158.80507844333883,433.23658121491974,44258.096858265286,6,247,5704,0.3187126334022462,1246199611181466.8,0.9665759785342772,0.9905075459252639,0.9975726204980363
prefix,support_knn,k_1,False,,,17897,17897,17897,True,247,247,0.2472244568173927,879.6380278116872,145.6277855030383,2.0078911142166582,2.364034118074134,2.614029531964956,3.9545608128005183,0,247,0,0.0,13848037484.32666,0.8699047339302999,0.9394777823983991,0.9498513779539227
prefix,support_knn,k_2,False,,,17897,17897,17897,True,247,247,0.2460870861390495,880.302300774414,147.4821135631569,2.0300007308824286,2.4429800760403797,2.711862062116701,4.171709462563466,0,247,0,0.0,13868960522.979963,0.8686537002964334,0.9381567784326306,0.9487408485294737
prefix,support_knn,k_4,False,,,17897,17897,17897,True,247,247,0.24382125396177756,881.6241516272006,151.03631095036212,2.1021857850906827,2.6313971820513857,2.811993223127806,4.6440995452172285,0,247,0,0.0,13910642707.275427,0.8661583037864038,0.935505162700899,0.9465062425075549
prefix,support_linear,support_linear,False,,,17897,17897,17897,True,247,247,0.19444982324793514,909.9500314662297,97.74413532156768,0.9749557047012528,2.536807686479805,3.8072947635432066,42.74461256410571,61,247,157,0.008772419958652288,14818878142.621227,0.806514016955003,0.9755350162351064,0.9839059460624171
prefix,support_nearest,support_nearest,False,,,17897,17897,17897,True,247,247,0.2472244568173927,879.6380278116872,145.6277855030383,2.0078911142166582,2.364034118074134,2.614029531964956,3.9545608128005183,0,247,0,0.0,13848037484.32666,0.8699047339302999,0.9394777823983991,0.9498513779539227
prefix,support_pchip,support_pchip,False,,,17897,17897,17897,True,247,247,0.19045633077236213,912.2027688652803,104.21184275045694,0.994491200001209,2.8297127719076176,4.399372974786382,43.00563048940913,58,247,230,0.012851315862993798,14892342316.631588,0.8020244875801446,0.9711261423041306,0.9807119849976437
spread,expression,constant__lambda_0,False,constant,0.0,17704,17704,17704,True,247,247,0.332959424021426,776.3390139719022,107.8921895967041,1.0007838387485959,1.0132778114326808,1.0225872574579287,1.0852369452181072,0,247,0,0.0,10670240892.741575,0.8829856281794302,0.9664556522747396,0.9722362978337137
spread,expression,constant__lambda_0.0001,False,constant,0.0001,17704,17704,17704,True,247,247,0.332959424021426,776.3390139719022,107.8921895967041,1.000783838748596,1.0132778114326806,1.0225872574579284,1.0852369452181045,0,247,0,0.0,10670240892.741575,0.8829856281794302,0.9664556522747396,0.9722362978337137
spread,expression,constant__lambda_0.01,False,constant,0.01,17704,17704,17704,True,247,247,0.332959424021426,776.3390139719022,107.8921895967041,1.000783838748596,1.0132778114326806,1.0225872574579284,1.0852369452181045,0,247,0,0.0,10670240892.741575,0.8829856281794302,0.9664556522747396,0.9722362978337137
spread,expression,constant__lambda_1,False,constant,1.0,17704,17704,17704,True,247,247,0.332959424021426,776.3390139719022,107.8921895967041,1.000783838748596,1.0132778114326806,1.0225872574579284,1.0852369452181045,0,247,0,0.0,10670240892.741575,0.8829856281794302,0.9664556522747396,0.9722362978337137
spread,expression,constant__lambda_1e-06,False,constant,1e-06,17704,17704,17704,True,247,247,0.332959424021426,776.3390139719022,107.8921895967041,1.000783838748596,1.0132778114326806,1.0225872574579284,1.0852369452181045,0,247,0,0.0,10670240892.741575,0.8829856281794302,0.9664556522747396,0.9722362978337137
spread,expression,constant__lambda_1e-08,False,constant,1e-08,17704,17704,17704,True,247,247,0.332959424021426,776.3390139719022,107.8921895967041,1.000783838748596,1.0132778114326806,1.0225872574579284,1.0852369452181045,0,247,0,0.0,10670240892.741575,0.8829856281794302,0.9664556522747396,0.9722362978337137
spread,expression,cubic_t__lambda_0,False,cubic_t,0.0,17704,17704,17704,True,247,247,0.6187482983791008,586.9230701273586,26.20355699869779,0.03818431087628762,0.11279296384313853,0.22171405332371016,1.217090612920553,238,247,786,0.044396746497966565,6098650732.145713,0.8872563772972417,0.9995379380845568,0.9998959614845521
spread,expression,cubic_t__lambda_0.0001,False,cubic_t,0.0001,17704,17704,17704,True,247,247,0.6182981546044274,587.2694578627637,26.16957930571153,0.03929507326949434,0.11607677505645712,0.22931950956992245,1.1218389976506975,238,247,787,0.04445323090826932,6105851407.314666,0.887217812674982,0.9995309104483002,0.999888383655835
spread,expression,cubic_t__lambda_0.01,False,cubic_t,0.01,17704,17704,17704,True,247,247,0.5917584872910122,607.3427723332219,26.499726744535728,0.04728971519871733,0.1470589065825671,0.26859199174574505,0.9881283078856528,238,247,751,0.042419792137370085,6530390263.938067,0.8890220795998122,0.999508110454346,0.9998368045247982
spread,expression,cubic_t__lambda_1,False,cubic_t,1.0,17704,17704,17704,True,247,247,0.5415292615531232,643.622319965001,32.474000642089486,0.11816128566090943,0.29139950525415065,0.37855126313101567,0.9898908591102876,235,247,334,0.01886579304112065,7333876525.164232,0.8944300686177958,0.9990495579842351,0.9994269290285629
spread,expression,cubic_t__lambda_1e-06,False,cubic_t,1e-06,17704,17704,17704,True,247,247,0.6187438526964182,586.9264921004427,26.201365881727384,0.03818343651811728,0.11278856378190873,0.22180334478048624,1.199284091226529,238,247,786,0.044396746497966565,6098721847.017677,0.8872561048303859,0.9995380244090499,0.9998960423428601
spread,expression,cubic_t__lambda_1e-08,False,cubic_t,1e-08,17704,17704,17704,True,247,247,0.6187482553541317,586.9231032450421,26.20340264567529,0.038184302132019135,0.11279291981255005,0.22171494768980288,1.216872702366867,238,247,786,0.044396746497966565,6098651420.389879,0.8872563779028437,0.9995379427025355,0.999895966049212
spread,expression,linear_t__lambda_0,False,linear_t,0.0,17704,17704,17704,True,247,247,0.4593278094467107,698.9438717116711,37.03723169377039,0.12653550267324554,0.3247711189395143,0.4439269229372285,0.9903061412844978,232,247,322,0.018187980117487575,8648802973.86164,0.9043787309143697,0.9991825966083279,0.9995219787222356
