family,entity_id,doi,physical_r2,log_r2,physical_nrmse
no_q_global_selected_formula,IPWBFGUBXWMIPR-UHFFFAOYSA-N,10.1016/j.fluid.2014.12.023,-2.7618606728169834,-1.874231087445673,1.9395516679936584
no_q_global_selected_formula,JCCCMAAJYSNBPR-UHFFFAOYSA-N,10.1021/acs.jced.8b00153,-0.6586051987807389,-0.28696425335638853,1.28786847107177
no_q_global_selected_formula,JFUCOPIALLYRGN-UHFFFAOYSA-N,10.1016/j.fluid.2019.112241,-461968.89098671166,-41.18366670645517,679.6836697955245
no_q_global_selected_formula,JLWVYDNKQWLDOP-UHFFFAOYSA-N,10.1016/j.jct.2016.05.020,-100.88001727887534,-6.486625806478445,10.093563160691836
no_q_global_selected_formula,JNDDPBOKWCBQSM-UHFFFAOYSA-N,10.1016/j.jct.2019.01.007,-68004.94451366895,-19.487070286190473,260.77949404366314
no_q_global_selected_formula,JSRLURSZEMLAFO-UHFFFAOYSA-N,10.1021/je5008795,-2554.2553437047236,-20.200955939258765,50.54953356564948
no_q_global_selected_formula,JWUJQDFVADABEY-UHFFFAOYSA-N,10.1016/j.fluid.2015.05.002,-1.8502986029413986,-34.66227331174538,1.6882827378556586
no_q_global_selected_formula,KFIGICHILYTCJF-UHFFFAOYSA-N,10.1021/acs.jced.5b01003,-0.2758841584218208,-0.7027590408555395,1.1295504231426858
no_q_global_selected_formula,KKOXKGNSUHTUBV-LSDHHAIUSA-N,10.1016/j.jct.2019.06.011,0.07496348884711401,0.13566180527041327,0.961788184140815
no_q_global_selected_formula,LDTMPQQAWUMPKS-OWOJBTEDSA-N,10.1021/acs.jced.9b00001,-1.381079965414716,-14.088910096118976,1.543074841157977
no_q_global_selected_formula,LRESCJAINPKJTO-UHFFFAOYSA-N,10.1016/j.tca.2015.03.020,-2013.2622663656673,-7.206017625905687,44.88053326739409
no_q_global_selected_formula,MFFMQGGZCLEMCI-UHFFFAOYSA-N,10.1016/j.jct.2017.09.005,-0.6970080575205564,-1.3397456988495229,1.3026926182029883
no_q_global_selected_formula,MHNNAWXXUZQSNM-UHFFFAOYSA-N,10.1021/acs.jced.7b00148,-2.173754763763028,-33.452927261375905,1.781503512138842
no_q_global_selected_formula,MIZLGWKEZAPEFJ-UHFFFAOYSA-N,10.1021/acs.jced.7b00818,-5.6050714118713225,-285.7003174112681,2.5700333483967324
no_q_global_selected_formula,MMCPOSDMTGQNKG-UHFFFAOYSA-N,10.1016/j.fluid.2015.12.053,-3.063578904573464,-12.41443363726653,2.0158320625918873
no_q_global_selected_formula,MZQZQKZKTGRQCG-UHFFFAOYSA-J,10.1016/j.jct.2017.05.008,-1614061.1836487863,-519.6359725197248,1270.457470224323
no_q_global_selected_formula,NHTMVDHEPJAVLT-UHFFFAOYSA-N,10.1016/j.fluid.2015.05.002,-2.4758787166331837,-43.961372109734455,1.8643708634907337
no_q_global_selected_formula,NLAQSJDWYQLILD-UHFFFAOYSA-N,10.1016/j.jct.2018.10.007,-7.583508929109355e+16,-179.5166265760527,275381715.60779697
no_q_global_selected_formula,NYJDFGBMGPOULY-UHFFFAOYSA-N,10.1016/j.jct.2018.10.007,-3191224689659991.0,-134.08553953111254,56490925.72847424
no_q_global_selected_formula,NZMAJUHVSZBJHL-UHFFFAOYSA-N,10.1016/j.fluid.2019.04.036,-34863.968152569294,-42.48674327914373,186.72163279215744
no_q_global_selected_formula,OWFNNCHTAVHPBL-UHFFFAOYSA-N,10.1021/acs.jced.5b00255,-1.0115549862243411,-0.7887402911852561,1.418292983210571
no_q_global_selected_formula,PAPNRQCYSFBWDI-UHFFFAOYSA-N,10.1016/j.jct.2017.09.005,-0.7362628149766568,-1.7806300941677615,1.3176732580486927
no_q_global_selected_formula,PDSNLYSELAIEBU-RMRHIDDWSA-N,10.1016/j.jct.2018.12.013,0.042822321119805995,0.22031948651110123,0.978354577277683
no_q_global_selected_formula,PHWISBHSBNDZDX-LSDHHAIUSA-N,10.1016/j.jct.2019.06.011,0.11818186957062227,0.08811262535927955,0.9390517187191437
no_q_global_selected_formula,PPNRRQMJESAXGJ-SREVYHEPSA-N,10.1021/acs.jced.5b00892,-137.41811620717715,-2.167451981881379,11.765122872591562
no_q_global_selected_formula,PQNFLJBBNBOBRQ-UHFFFAOYSA-N,10.1016/j.jct.2015.12.005,-0.6793285540458838,-1.183863339219608,1.2958890978960678
no_q_global_selected_formula,PVOAHINGSUIXLS-UHFFFAOYSA-N,10.1021/acs.jced.6b00576,0.33765326830352727,-0.12412153903067846,0.8138468723884567
no_q_global_selected_formula,QDFKKJYEIFBEFC-UHFFFAOYSA-N,10.1016/j.fluid.2014.12.023,-1.4622211945215295,-1.4742989798071533,1.569146645320803
no_q_global_selected_formula,QGFKEJNZCFQRPM-UHFFFAOYSA-N,10.1016/j.jct.2018.10.007,-4.094553834426588e+16,-168.83056660808762,202350039.15064082
no_q_global_selected_formula,QJMGASHUZRHZBT-UHFFFAOYSA-N,10.1021/je5010593,-1.484348910186597,-14.854722861127325,1.5761817503659268
no_q_global_selected_formula,QLCJOAMJPCOIDI-UHFFFAOYSA-N,10.1016/j.jct.2016.06.025,-4.659520389686426,-18.07718203715736,2.3789746509129572
no_q_global_selected_formula,QQGNLKJAIVSNCO-UHFFFAOYSA-N,10.1016/j.fluid.2019.04.036,-1634.10446708846,-11.871700401876359,40.436425003806406
no_q_global_selected_formula,QTUGGVBKWIYQSS-UHFFFAOYSA-N,10.1021/je500784s,-1523.5357326417097,-15.672282613300144,39.045303592643634
