prior_weight,support_loss_median,meta_query_nrmse_median,prediction_eligible,q_median_of_splits,q_min_split,response_median_of_splits,response_min_split,response_geometry_retained,capacity_median_of_splits,capacity_min_split,early_fade_median_of_splits,early_fade_min_split,representation_eligible,eligible
0.0,0.014378763269633,0.072349164634943,True,0.6847290640394088,0.40093048713738366,0.9939792008757524,0.9348659003831417,True,1.0,1.0,0.8690476190476191,0.773809523809524,True,True
0.001,0.0143813579343259,0.0723498165607452,True,0.6732348111658456,0.3754789272030651,0.9939792008757524,0.9332238642583469,True,1.0,1.0,0.8690476190476191,0.773809523809524,True,True
0.01,0.0143880466930568,0.0713576413691043,True,0.6685823754789273,0.3943623426382047,0.9937055281882867,0.9359605911330049,True,1.0,1.0,0.8214285714285716,0.7857142857142858,True,True
0.1,0.0145181296393275,0.0770552903413772,False,0.5618500273672687,0.4551176792556103,0.992063492063492,0.9408866995073892,True,1.0,1.0,0.8690476190476191,0.8095238095238096,True,False
1.0,0.0152944512665271,0.0729455351829528,True,0.5363984674329502,0.37110016420361247,0.9923371647509578,0.9611384783798576,True,1.0,0.9761904761904763,0.8571428571428572,0.8214285714285716,True,True
