prior_weight,support_loss_median,meta_query_nrmse_median,prediction_eligible,q_median_of_splits,q_min_split,response_median_of_splits,response_min_split,response_geometry_retained,capacity_median_of_splits,capacity_min_split,early_fade_median_of_splits,early_fade_min_split,representation_eligible,eligible
0.0,0.014378763269633,0.072349164634943,True,0.6847290640394088,0.40093048713738366,0.7096332785987958,0.6800766283524904,True,0.6309523809523812,0.5595238095238095,0.6904761904761905,-0.023809523809523815,False,False
0.001,0.0143805402331054,0.0725407116115093,True,0.6642036124794746,0.3943623426382047,0.7758620689655172,0.6800766283524904,True,0.6309523809523812,0.5595238095238095,0.6904761904761905,-0.023809523809523815,False,False
0.01,0.0143777001649141,0.0719252042472362,True,0.6926655719759168,0.342911877394636,0.7805145046524358,0.662287903667214,True,0.5476190476190477,0.5357142857142858,0.6547619047619049,0.1904761904761905,False,False
0.1,0.0156413177028298,0.0794086121022701,False,0.5886699507389163,0.3305966064586754,0.734263820470717,0.6789819376026272,True,0.6547619047619049,0.6428571428571429,0.6547619047619049,0.27380952380952384,False,False
1.0,0.016585798934102,0.0705168321728706,True,0.7714833059660646,0.573344280240832,0.7887246852764094,0.6313628899835797,True,0.6309523809523812,0.6190476190476191,0.6547619047619049,0.14285714285714288,False,False
