method,cells,raw_z_median,raw_z_max,functional_z_median,functional_z_max,box_nrmse_median,unconstrained_nrmse_median,nrmse_ratio_median,retained_cells,safe_functional_cells,coordinate_clip_fraction_median,clip_l2_median
joint_continuity_step1,15,2.2762076173071355,2.5467966810817755,2.4355497027823647,5.549145540457198,1.701974639567563,1.1931607723236084,1.207512121102922,6,15,0.6,0.5590819480021066
joint_mse_step1,15,2.139873464471476,2.56358434496278,2.348092743828412,3.13736823841433,1.1447812980334418,0.9174716472625732,1.2428897233774474,6,15,0.6,0.6772839816567973
