method,cells,nrmse_median,baseline_nrmse_median,ratio_median,retained_cells,raw_z_median,raw_z_max,functional_z_median,functional_z_max,wall_backward_passes
prefix_q_continuity_step1,15,1.3872049583330668,1.1931607723236084,0.9684069753378396,10,8.815430037263754,19.436435092222748,3.3887096068924514,12.84033477781538,6000.0
prefix_q_mse_step1,15,1.1091426820391224,0.9174716472625732,1.1040199632104528,7,6.378261559228588,15.020081863105473,3.840687110663184,6.8539530917468126,6000.0
